Date,Open,High,Low,Close,Adj Close,Volume
2022-08-03,0.200000,0.200000,0.190000,0.200000,0.200000,177500
2022-08-04,0.200000,0.200000,0.180000,0.190000,0.190000,137500
2022-08-05,0.190000,0.200000,0.180000,0.200000,0.200000,29700
2022-08-08,0.190000,0.200000,0.190000,0.200000,0.200000,10200
2022-08-09,0.210000,0.210000,0.190000,0.190000,0.190000,5000
2022-08-10,0.190000,0.190000,0.190000,0.190000,0.190000,25000
2022-08-11,0.190000,0.200000,0.190000,0.200000,0.200000,35000
2022-08-12,0.200000,0.200000,0.190000,0.190000,0.190000,34100
2022-08-15,0.190000,0.190000,0.190000,0.190000,0.190000,94800
2022-08-16,0.190000,0.190000,0.180000,0.180000,0.180000,131700
2022-08-17,0.180000,0.180000,0.180000,0.180000,0.180000,84600
2022-08-18,0.190000,0.210000,0.180000,0.180000,0.180000,125400
2022-08-19,0.180000,0.190000,0.170000,0.180000,0.180000,53900
2022-08-22,0.180000,0.180000,0.180000,0.180000,0.180000,56500
2022-08-23,0.180000,0.180000,0.170000,0.180000,0.180000,53400
2022-08-24,0.180000,0.190000,0.180000,0.180000,0.180000,33800
2022-08-25,0.180000,0.180000,0.180000,0.180000,0.180000,0
2022-08-26,0.180000,0.180000,0.180000,0.180000,0.180000,0
2022-08-29,0.200000,0.200000,0.190000,0.190000,0.190000,38400
2022-08-30,0.190000,0.190000,0.190000,0.190000,0.190000,16200
2022-08-31,0.200000,0.200000,0.200000,0.200000,0.200000,1100
2022-09-01,0.190000,0.200000,0.190000,0.200000,0.200000,37900
2022-09-02,0.200000,0.200000,0.200000,0.200000,0.200000,47000
2022-09-06,0.200000,0.200000,0.200000,0.200000,0.200000,1100
2022-09-07,0.200000,0.200000,0.200000,0.200000,0.200000,6000
2022-09-08,0.190000,0.190000,0.190000,0.190000,0.190000,11000
2022-09-09,0.190000,0.200000,0.190000,0.200000,0.200000,2800
2022-09-12,0.200000,0.200000,0.200000,0.200000,0.200000,0
2022-09-13,0.200000,0.200000,0.190000,0.200000,0.200000,7300
2022-09-14,0.190000,0.200000,0.190000,0.200000,0.200000,3500
