Date,Open,High,Low,Close,Adj Close,Volume
2022-08-04,612.750000,648.700012,610.049988,621.650024,621.650024,1121462
2022-08-05,621.799988,645.299988,615.299988,633.700012,633.700012,1027433
2022-08-08,636.900024,658.000000,626.099976,642.299988,642.299988,513854
2022-08-10,597.000000,621.950012,583.599976,599.799988,599.799988,1639871
2022-08-11,600.000000,600.000000,509.799988,563.250000,563.250000,1364377
2022-08-12,565.000000,581.849976,550.000000,555.250000,555.250000,747953
2022-08-16,562.000000,565.000000,553.549988,557.599976,557.599976,509944
2022-08-17,556.000000,572.950012,550.000000,562.450012,562.450012,822870
2022-08-18,566.000000,572.000000,558.049988,560.099976,560.099976,690353
2022-08-19,562.950012,575.000000,559.000000,569.799988,569.799988,1253295
2022-08-22,568.849976,573.799988,553.250000,559.299988,559.299988,1062385
2022-08-23,559.299988,569.849976,554.000000,557.599976,557.599976,443299
2022-08-24,557.849976,565.950012,557.000000,560.799988,560.799988,125246
2022-08-25,566.000000,570.000000,550.000000,555.450012,555.450012,204597
2022-08-26,571.000000,580.000000,550.150024,558.599976,558.599976,763064
2022-08-29,554.950012,568.000000,551.000000,562.450012,562.450012,229976
2022-08-30,569.799988,585.200012,565.099976,568.900024,568.900024,1044817
2022-09-01,572.000000,575.000000,568.000000,569.900024,569.900024,259828
2022-09-02,574.000000,575.000000,561.500000,564.349976,564.349976,140170
2022-09-05,568.650024,570.000000,560.200012,565.650024,565.650024,327894
2022-09-06,575.000000,580.000000,567.099976,571.750000,571.750000,405078
2022-09-07,571.750000,587.000000,563.750000,573.500000,573.500000,756210
2022-09-08,573.500000,577.299988,559.000000,568.799988,568.799988,200157
2022-09-09,569.900024,574.049988,566.099976,568.500000,568.500000,199743
2022-09-12,571.000000,583.500000,568.049988,572.799988,572.799988,189845
2022-09-13,576.950012,584.049988,572.000000,575.500000,575.500000,276969
2022-09-14,570.000000,604.700012,570.000000,594.000000,594.000000,780906
2022-09-15,607.000000,607.650024,577.000000,579.950012,579.950012,435074
2022-09-16,580.000000,589.700012,576.049988,581.250000,581.250000,363430
2022-09-19,581.000000,585.250000,571.000000,575.549988,575.549988,149912
2022-09-20,588.900024,588.900024,576.299988,581.349976,581.349976,292812
2022-09-21,585.150024,598.750000,580.849976,592.599976,592.599976,409270
2022-09-22,590.000000,593.000000,579.549988,587.299988,587.299988,505411
2022-09-23,587.000000,590.750000,578.000000,584.700012,584.700012,241651
2022-09-26,584.700012,593.049988,560.000000,564.049988,564.049988,353894
2022-09-27,564.049988,576.000000,564.049988,570.099976,570.099976,102658
2022-09-28,569.500000,577.950012,565.000000,571.150024,571.150024,54379
2022-09-29,585.000000,585.000000,571.000000,577.150024,577.150024,317406
2022-09-30,582.450012,584.900024,576.450012,582.900024,582.900024,91067
2022-10-03,582.849976,582.849976,562.250000,567.250000,567.250000,383060
2022-10-04,550.000000,603.950012,550.000000,593.900024,593.900024,366408
2022-10-06,593.900024,608.700012,590.750000,596.650024,596.650024,285475
